author_login,committer_login
sudeep-holla,sudeep-holla
None,None
None,None
None,None
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
linusw,broonie
linusw,broonie
linusw,broonie
charleskeepax,broonie
None,None
None,None
None,None
None,None
None,None
chunkeey,chunkeey
gbhat-marvell,gbhat-marvell
None,linusw
None,tiwai
None,paulusmack
None,paulusmack
None,paulusmack
None,paulusmack
None,paulusmack
None,paulusmack
None,paulusmack
airlied,airlied
None,None
torvalds,torvalds
torvalds,torvalds
acmel,acmel
anakryiko,anakryiko
anakryiko,borkmann
dhowells,idryomov
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
nishadkamdar,davem330
nishadkamdar,davem330
torvalds,torvalds
None,davem330
fomichev,fomichev
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
davem330,davem330
yangbolu1991,davem330
yangbolu1991,davem330
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
None,None
djwong,djwong
bebarino,bebarino
bebarino,bebarino
bebarino,bebarino
bebarino,bebarino
kv2019i,tiwai
bebarino,bebarino
None,gregkh
None,broonie
None,broonie
None,broonie
charleskeepax,broonie
w-simon,broonie
mwalle,broonie
None,broonie
dbaluta,broonie
keyonjie,broonie
None,broonie
agabbasov,tiwai
pgonda,bonzini
None,None
asteinha,asteinha
eballetbo,eballetbo
krzk,krzk
None,None
krzk,alexandrebelloni
iwamatsu,alexandrebelloni
iwamatsu,alexandrebelloni
iwamatsu,alexandrebelloni
iwamatsu,alexandrebelloni
ColinIanKing,alexandrebelloni
alexandrebelloni,alexandrebelloni
alexandrebelloni,alexandrebelloni
alexandrebelloni,alexandrebelloni
alexandrebelloni,alexandrebelloni
alexandrebelloni,alexandrebelloni
alexandrebelloni,alexandrebelloni
alexandrebelloni,alexandrebelloni
alexandrebelloni,alexandrebelloni
alexandrebelloni,alexandrebelloni
ickle,ickle
ickle,ickle
mpe,mpe
None,None
None,None
None,None
npitre,gregkh
fred1gao,fred1gao
None,herbertx
herbertx,herbertx
zx2c4,herbertx
fred1gao,fred1gao
None,None
bmaier-col,bmaier-col
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
krisman-at-collabora,martinkpetersen
None,martinkpetersen
damien-lemoal,martinkpetersen
chenhuacai,martinkpetersen
mwilck,martinkpetersen
mwilck,martinkpetersen
None,martinkpetersen
ColinIanKing,martinkpetersen
torvalds,torvalds
None,borkmann
torvalds,torvalds
None,davem330
torvalds,torvalds
torvalds,torvalds
zenczykowski,davem330
None,davem330
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
murpdj72,davem330
None,davem330
davem330,davem330
phongt,davem330
phongt,davem330
axboe,axboe
axboe,axboe
thejh,axboe
thejh,axboe
isilence,axboe
isilence,axboe
isilence,axboe
axboe,axboe
axboe,axboe
zenczykowski,davem330
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
zenczykowski,davem330
zenczykowski,davem330
amluto,amluto
amluto,amluto
amluto,amluto
amluto,amluto
amluto,amluto
amluto,amluto
amluto,amluto
amluto,amluto
None,None
masahir0y,robherring
Flameeyes,axboe
Flameeyes,axboe
jcmvbkbc,jcmvbkbc
lategoodbye,ffainelli
torvalds,torvalds
jcmvbkbc,jcmvbkbc
valschneider,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
None,jcmvbkbc
None,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
jcmvbkbc,jcmvbkbc
robherring,robherring
ernsteiswuerfel,robherring
frowand,robherring
robherring,robherring
robherring,robherring
krzk,robherring
palmer-dabbelt,bjorn-helgaas
michalsimek,bjorn-helgaas
None,bjorn-helgaas
torvalds,torvalds
None,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
gregkh,bjorn-helgaas
ebiederm,ebiederm
torvalds,torvalds
None,rostedt
torvalds,torvalds
torvalds,torvalds
johnr64,davem330
amboar,bebarino
jsmart-gh,keithbusch
torvalds,torvalds
torvalds,torvalds
None,keithbusch
jsmart-gh,keithbusch
jsmart-gh,keithbusch
torvalds,torvalds
torvalds,torvalds
morbidrsa,djwong
jankara,djwong
torvalds,torvalds
madscientist159,madscientist159
fxkamd,fxkamd
None,None
None,None
None,None
None,None
None,keithbusch
None,keithbusch
None,keithbusch
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
None,tiwai
None,tiwai
None,tiwai
None,tiwai
dcghub,snitm
snitm,snitm
olsajiri,olsajiri
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
w-simon,sudeep-holla
dcui,dcui
dcui,dcui
dcui,dcui
dcui,dcui
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
ickle,ickle
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
hzeba,axboe
isilence,axboe
isilence,axboe
axboe,axboe
isilence,axboe
axboe,axboe
axboe,axboe
axboe,axboe
isilence,axboe
axboe,axboe
isilence,axboe
isilence,axboe
isilence,axboe
None,axboe
axboe,axboe
axboe,axboe
axboe,axboe
axboe,axboe
axboe,axboe
axboe,axboe
axboe,axboe
axboe,axboe
axboe,axboe
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
davem330,davem330
keithbusch,djbw
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
davem330,davem330
airlied,airlied
dennisszhou,dennisszhou
airlied,airlied
anakryiko,anakryiko
anakryiko,anakryiko
None,richardweinberger
krzk,richardweinberger
jmberg,richardweinberger
jmberg,richardweinberger
jmberg,richardweinberger
jmberg,richardweinberger
rvdgracht,dtor
dtor,dtor
arndb,arndb
arndb,arndb
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
hogander-unikie,davem330
torvalds,torvalds
torvalds,torvalds
olerem,davem330
None,davem330
liupoer,davem330
hkallweit,davem330
blocktrron,davem330
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
None,None
None,None
cgxu519,cgxu519
Andre-ARM,sudeep-holla
torvalds,torvalds
keithbusch,keithbusch
krzk,krzk
cminyard,cminyard
None,None
pcacjr,pcacjr
cailca,htejun
None,tiwai
None,None
None,None
tmlind,tmlind
pcacjr,pcacjr
djbw,djbw
djbw,djbw
djbw,djbw
pcacjr,pcacjr
pcacjr,pcacjr
pcacjr,pcacjr
andy-shev,andy-shev
avolmat-st,avolmat-st
None,tiwai
None,None
ickle,ickle
ickle,ickle
ickle,ickle
ickle,ickle
None,jgunthorpe
None,jgunthorpe
None,jgunthorpe
None,jgunthorpe
dkkranz,jgunthorpe
dkkranz,jgunthorpe
galpress,jgunthorpe
ColinIanKing,jgunthorpe
dsharma283,jgunthorpe
dsharma283,jgunthorpe
lstarret,jgunthorpe
krzk,jgunthorpe
jgunthorpe,jgunthorpe
jhnikula,broonie
shumingfan,broonie
ickle,ickle
ickle,ickle
ickle,ickle
ickle,ickle
ickle,ickle
tiwai,tiwai
None,None
mattrope,mattrope
mattrope,mattrope
pmladek,pmladek
pmladek,pmladek
None,None
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
jwrdegoede,andy-shev
jwrdegoede,andy-shev
nathanchance,mpe
nathanchance,mpe
idryomov,idryomov
idryomov,idryomov
idryomov,idryomov
idryomov,idryomov
idryomov,idryomov
idryomov,idryomov
idryomov,idryomov
idryomov,idryomov
idryomov,idryomov
jtlayton,idryomov
jtlayton,idryomov
idryomov,idryomov
lxbsz,idryomov
ColinIanKing,idryomov
jtlayton,idryomov
idryomov,idryomov
bonzini,bonzini
Navidem,danvet
amluto,amluto
willdeacon,willdeacon
willdeacon,willdeacon
willdeacon,willdeacon
willdeacon,willdeacon
willdeacon,willdeacon
willdeacon,willdeacon
willdeacon,willdeacon
willdeacon,willdeacon
willdeacon,willdeacon
willdeacon,willdeacon
None,None
None,None
None,None
None,None
None,None
None,None
None,None
piastry,piastry
None,None
None,None
None,None
None,None
None,None
None,None
None,None
piastry,piastry
None,None
longlimsft,longlimsft
longlimsft,longlimsft
None,None
piastry,piastry
piastry,piastry
piastry,piastry
piastry,piastry
None,None
None,None
elfring,elfring
elfring,elfring
elfring,elfring
longlimsft,longlimsft
longlimsft,longlimsft
longlimsft,longlimsft
longlimsft,longlimsft
None,None
None,None
None,None
None,None
davem330,davem330
kuba-moo,kuba-moo
None,kuba-moo
kuba-moo,kuba-moo
None,kuba-moo
pmachata,kuba-moo
borkmann,borkmann
iamkafai,iamkafai
borkmann,borkmann
None,None
borkmann,borkmann
borkmann,borkmann
borkmann,borkmann
borkmann,borkmann
borkmann,borkmann
borkmann,borkmann
borkmann,borkmann
borkmann,borkmann
None,None
None,None
anakryiko,anakryiko
yonghong-song,yonghong-song
anakryiko,anakryiko
yonghong-song,yonghong-song
anakryiko,anakryiko
anakryiko,anakryiko
kuba-moo,kuba-moo
anakryiko,anakryiko
qmonnet,qmonnet
anakryiko,anakryiko
qmonnet,qmonnet
anakryiko,anakryiko
qmonnet,qmonnet
lucvoo,lucvoo
torvalds,torvalds
None,kuba-moo
kuba-moo,kuba-moo
None,kuba-moo
None,kuba-moo
None,kuba-moo
None,kuba-moo
None,kuba-moo
None,kuba-moo
None,kuba-moo
None,kuba-moo
None,kuba-moo
None,kuba-moo
None,kuba-moo
None,kuba-moo
None,kuba-moo
kuba-moo,kuba-moo
torvalds,torvalds
krzk,jgross1
tiwai,tiwai
cgxu519,cgxu519
None,None
Pratik32,Pratik32
None,None
None,None
None,None
None,None
shemminger,kuba-moo
lxin,kuba-moo
Navidem,kuba-moo
nickcooper-zhangtonghao,kuba-moo
kuba-moo,kuba-moo
None,kuba-moo
None,jgunthorpe
None,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
None,paulburton
None,paulburton
torvalds,torvalds
TaeheeYoo,kuba-moo
kuba-moo,kuba-moo
kuba-moo,kuba-moo
rschwebel,kuba-moo
rschwebel,kuba-moo
rschwebel,kuba-moo
rschwebel,kuba-moo
rschwebel,kuba-moo
None,kuba-moo
None,kuba-moo
kuba-moo,kuba-moo
dtor,gregkh
None,bonzini
sean-jc,bonzini
sean-jc,bonzini
l00478643,bonzini
sean-jc,bonzini
None,None
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
giomasce,groeck
giomasce,groeck
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
paul-walmsley-sifive,paul-walmsley-sifive
paul-walmsley-sifive,paul-walmsley-sifive
paul-walmsley-sifive,paul-walmsley-sifive
paul-walmsley-sifive,paul-walmsley-sifive
paul-walmsley-sifive,paul-walmsley-sifive
paul-walmsley-sifive,paul-walmsley-sifive
paul-walmsley-sifive,paul-walmsley-sifive
yashshah7,paul-walmsley-sifive
paul-walmsley-sifive,paul-walmsley-sifive
kuba-moo,kuba-moo
ecree-solarflare,kuba-moo
ecree-solarflare,kuba-moo
ecree-solarflare,kuba-moo
ecree-solarflare,kuba-moo
kuba-moo,kuba-moo
torvalds,torvalds
zenczykowski,kuba-moo
None,rostedt
None,rostedt
kuba-moo,kuba-moo
chelsiocudbg,kuba-moo
chelsiocudbg,kuba-moo
chelsiocudbg,kuba-moo
None,None
None,rostedt
None,rostedt
krzk,rostedt
None,rostedt
metux,rostedt
None,None
None,None
ColinIanKing,ColinIanKing
kuba-moo,kuba-moo
None,dtor
None,dtor
Mani-Sadhasivam,bebarino
Mani-Sadhasivam,bebarino
Mani-Sadhasivam,bebarino
Mani-Sadhasivam,bebarino
Mani-Sadhasivam,bebarino
krzk,dtor
Lyude,dtor
torvalds,torvalds
None,torvalds
None,torvalds
XBurst,paulburton
krzk,stffrdhrn
None,Jkirsher
None,Jkirsher
None,Jkirsher
None,None
None,None
None,None
None,None
None,None
rleon,rleon
jbrandeb,Jkirsher
jbrandeb,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
jbrandeb,Jkirsher
None,Jkirsher
None,Jkirsher
bwallan,Jkirsher
bwallan,Jkirsher
broonie,broonie
broonie,broonie
broonie,broonie
broonie,broonie
broonie,broonie
broonie,broonie
broonie,broonie
None,None
None,None
None,None
None,None
None,None
sfrothwell,sfrothwell
None,None
None,None
None,None
lucvoo,cminyard
perexg,broonie
perexg,broonie
benjamingaignard,broonie
ujfalusi,broonie
AxelLin,broonie
None,broonie
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
paul-walmsley-sifive,paul-walmsley-sifive
None,paulburton
None,paulburton
None,paulburton
None,paulburton
None,paulburton
agabbasov,tiwai
goldsimon,goldsimon
agabbasov,tiwai
chucklever,chucklever
None,davem330
None,davem330
torvalds,torvalds
None,davem330
pmachata,davem330
davem330,davem330
davem330,davem330
stefano-garzarella,davem330
kees,kees
kees,kees
kees,kees
None,davem330
None,davem330
None,davem330
None,davem330
torvalds,torvalds
torvalds,torvalds
aryabinin,torvalds
davidhildenbrand,torvalds
josephhz,torvalds
bebarino,bebarino
mhiramat,mhiramat
dwlsalmeida,dwlsalmeida
sjp38,sjp38
sjp38,sjp38
sjp38,sjp38
sjp38,sjp38
sjp38,sjp38
sjp38,sjp38
sjp38,sjp38
storulf,bebarino
jankara,djwong
djwong,djwong
None,rleon
None,rleon
None,rleon
None,djwong
None,djwong
None,djwong
None,djwong
None,djwong
None,djwong
None,djwong
None,djwong
None,djwong
None,djwong
None,rleon
ickle,ickle
k7k7,gregkh
None,marckleinebudde
None,marckleinebudde
captain5050,captain5050
ColinIanKing,ColinIanKing
hewenliang4,hewenliang4
sudipm-mukherjee,sudipm-mukherjee
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
linusw,linusw
None,None
tiwai,tiwai
tiwai,tiwai
tiwai,tiwai
tiwai,tiwai
ColinIanKing,tiwai
tiwai,tiwai
dwlsalmeida,linusw
None,linusw
None,linusw
tohojo,jmberg
None,jmberg
tohojo,jmberg
TaeheeYoo,jmberg
None,jmberg
None,jmberg
dhewg,holtmann
rhvgoyal,rhvgoyal
rhvgoyal,rhvgoyal
rhvgoyal,rhvgoyal
tohojo,jmberg
jmberg,jmberg
mpe,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
montjoie,herbertx
montjoie,herbertx
ebiggers,herbertx
ambarus,herbertx
montjoie,herbertx
montjoie,herbertx
montjoie,herbertx
montjoie,herbertx
montjoie,herbertx
zaiboxu,herbertx
zaiboxu,herbertx
None,herbertx
zaiboxu,herbertx
zaiboxu,herbertx
None,herbertx
ujfalusi,herbertx
codomania,herbertx
kdave,herbertx
kdave,herbertx
kdave,herbertx
kdave,herbertx
kdave,herbertx
kdave,herbertx
kdave,herbertx
None,herbertx
herbertx,herbertx
None,gregkh
None,gregkh
None,gregkh
None,gregkh
krzk,gregkh
None,gregkh
None,gregkh
Navidem,holtmann
tthayer-intel,tthayer-intel
tthayer-intel,tthayer-intel
limeng-linux,limeng-linux
None,None
holtmann,jhedberg
mnarani,storulf
None,tiwai
None,None
bjdooks-ct,bjdooks-ct
bjdooks-ct,bjdooks-ct
krzk,vinodkoul
GreenWanS5,vinodkoul
GreenWanS5,vinodkoul
WillLester,vinodkoul
None,groeck
None,groeck
WillLester,vinodkoul
WillLester,vinodkoul
davem330,davem330
haiyangz,davem330
haiyangz,davem330
None,davem330
zenczykowski,davem330
johnpgarry,martinkpetersen
jsmart-gh,martinkpetersen
Saurav-Girepunje,martinkpetersen
kelleymh,kelleymh
None,None
fbq,fbq
branx011,branx011
branx011,branx011
whu2014,whu2014
whu2014,whu2014
dcui,dcui
dcui,dcui
dcui,dcui
dcui,dcui
aparri,aparri
aparri,aparri
aparri,aparri
airlied,airlied
None,None
tpimh,tpimh
hkallweit,bjorn-helgaas
hkallweit,bjorn-helgaas
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
davem330,davem330
yangbolu1991,davem330
yangbolu1991,davem330
yangbolu1991,davem330
yangbolu1991,davem330
yangbolu1991,davem330
chucklever,chucklever
jrfastab,davem330
krzk,bjorn-helgaas
amluto,amluto
amluto,amluto
zhengbin13,dhowells
zhengbin13,dhowells
torvalds,torvalds
olsajiri,davem330
habetsm,davem330
torvalds,torvalds
torvalds,torvalds
krzk,davem330
avolmat-st,robherring
benjamingaignard,robherring
krzk,davem330
torvalds,torvalds
oneukum,davem330
lxin,davem330
lxin,davem330
lxin,davem330
davem330,davem330
lxin,davem330
lxin,davem330
lxin,davem330
lxin,davem330
None,davem330
stefano-garzarella,davem330
krzk,paul-walmsley-sifive
thillux,thillux
None,None
amluto,amluto
amluto,amluto
amluto,amluto
None,None
None,None
None,None
amluto,amluto
Navidem,axboe
krzk,andersson
axboe,axboe
None,None
None,None
None,None
None,None
None,gregkh
mita,keithbusch
mita,keithbusch
None,keithbusch
None,gregkh
None,gregkh
None,gregkh
axboe,axboe
fredlawl,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
fredlawl,bjorn-helgaas
None,None
None,None
gregkh,gregkh
arnopo,robherring
arnopo,robherring
khayash1,khayash1
koct9i,axboe
tmlind,tmlind
benjamingaignard,robherring
atorgue,robherring
benjamingaignard,robherring
benjamingaignard,robherring
arndb,arndb
pcercuei,linusw
pcercuei,linusw
krzk,linusw
andy-shev,linusw
andy-shev,linusw
andy-shev,linusw
andy-shev,linusw
gclement,linusw
None,None
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjdooks-ct,bjorn-helgaas
khfeng,bjorn-helgaas
kwilczynski,bjorn-helgaas
kwilczynski,bjorn-helgaas
kwilczynski,bjorn-helgaas
kwilczynski,bjorn-helgaas
None,linusw
None,linusw
krzk,gregkh
krzk,gregkh
krzk,gregkh
krzk,gregkh
krzk,gregkh
krzk,gregkh
krzk,gregkh
jwrdegoede,linusw
M-Vaittinen,linusw
None,linusw
k7k7,gregkh
vladimiroltean,linusw
gkammela,andy-shev
gkammela,andy-shev
krzk,andy-shev
spandruvada,andy-shev
spandruvada,andy-shev
willdeacon,gregkh
None,gregkh
None,storulf
krzk,storulf
bonzini,bonzini
None,bonzini
None,bonzini
None,bonzini
bonzini,bonzini
eballetbo,eballetbo
None,None
None,None
gwendalcr,eballetbo
gwendalcr,eballetbo
None,eballetbo
gwendalcr,eballetbo
gwendalcr,eballetbo
gwendalcr,eballetbo
gwendalcr,eballetbo
gwendalcr,eballetbo
gwendalcr,eballetbo
greentime,greentime
gabbayo,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
None,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
None,gabbayo
None,gabbayo
None,gabbayo
None,gabbayo
None,gabbayo
None,gabbayo
None,gabbayo
None,gabbayo
None,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
None,gabbayo
gabbayo,gabbayo
salyzyn,dhowells
dhowells,dhowells
dhowells,dhowells
dhowells,dhowells
dhowells,dhowells
bonzini,bonzini
bonzini,bonzini
bonzini,bonzini
bonzini,bonzini
bonzini,bonzini
bonzini,bonzini
ickle,vivijim
kwilczynski,greentime
standby24x7,greentime
masahir0y,greentime
xiaojiangfeng,gregkh
moham96,holtmann
moham96,holtmann
None,None
None,None
WillLester,WillLester
ColinIanKing,ColinIanKing
virtuoso,virtuoso
None,None
None,None
None,None
None,None
None,davem330
davem330,davem330
None,davem330
None,davem330
liuhangbin,davem330
None,davem330
None,davem330
hwang4canonical,tiwai
hwang4canonical,tiwai
hwang4canonical,tiwai
gkurz,paulusmack
gkurz,paulusmack
airlied,airlied
mpe,mpe
oohal,mpe
chleroy,mpe
chleroy,mpe
chleroy,mpe
davem330,davem330
airlied,airlied
0x7f454c46,0x7f454c46
4ast,rostedt
None,None
None,None
None,None
None,None
None,None
None,None
None,bjorn-helgaas
westeri,bjorn-helgaas
westeri,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
None,bjorn-helgaas
None,bjorn-helgaas
None,bjorn-helgaas
None,bjorn-helgaas
None,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
bjorn-helgaas,bjorn-helgaas
dcui,bjorn-helgaas
airlied,airlied
dmonakhov,axboe
airlied,airlied
None,None
snitm,snitm
borkmann,borkmann
borkmann,borkmann
bjorn-helgaas,bjorn-helgaas
davem330,davem330
davem330,davem330
hkallweit,davem330
hkallweit,davem330
hkallweit,davem330
None,davem330
davem330,davem330
None,davem330
mhei,davem330
None,davem330
None,davem330
davem330,davem330
None,davem330
None,davem330
davem330,davem330
LorenzoBianconi,davem330
LorenzoBianconi,davem330
LorenzoBianconi,davem330
